단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
486450,KR7486450000,SOL 미국AI전력인프라,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13310,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,236227,0,20240716,7600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1011,,N,N,N
486780,KR7486780000,HANARO 200선물레버리지1.5X,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,10880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,82,0,20240709,380,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,41,,N,N,N
486790,KR7486790009,HANARO 코스닥150선물레버리지1.5X,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,10025,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3025,0,20240709,360,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,36,,N,N,N
486830,KR7486830003,HANARO 머니마켓액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50825,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2702,0,20240716,1700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,864,,N,N,N
487130,KR7487130007,KoAct AI인프라액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7299,0,20240709,850,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,65,,N,N,N
487230,KR7487230005,KODEX 미국AI전력핵심인프라,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12885,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,234556,0,20240709,18350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2364,,N,N,N
487240,KR7487240004,KODEX AI전력핵심설비,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9360,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,793108,0,20240709,10500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,982,,N,N,N
487340,KR7487340002,ACE CD금리&초단기채권액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,101810,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,35451,0,20240709,2337,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2379,,N,N,N
487570,KR7487570004,HS효성,ST,3.0,21,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,30700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10172,5000,20240729,3725,18629635000,12.0,,0,,N,N,Y,4541,95,16,5,0.0,20240930.0,1143,971,N,N,N
487750,KR7487750002,BNK 온디바이스AI,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3140,0,20240723,550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,38,,N,N,N
487910,KR7487910002,ACE 인도컨슈머파워액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21403,0,20240910,5150,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,545,,N,N,N
487920,KR7487920001,ACE 인도시장대표BIG5그룹액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9385,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15178,0,20240910,2600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,244,,N,N,N
487950,KR7487950008,KODEX 대만테크고배당다우존스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9535,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,570637,0,20240723,1750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,166,,N,N,N
488080,KR7488080003,TIGER 반도체TOP10레버리지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,4370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,314530,0,20240723,4150,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,181,,N,N,N
488200,KR7488200007,KOSEF K-2차전지북미공급망,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7530,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12482,0,20240723,900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,67,,N,N,N
488210,KR7488210006,KOSEF K-반도체북미공급망,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7705,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13338,0,20240723,850,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,65,,N,N,N
488290,KR7488290008,마이다스 일본테크액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,21620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33,0,20240806,375,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,81,,N,N,N
488480,KR7488480005,RISE 일본섹터TOP4Plus,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10345,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27010,0,20240820,750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,77,,N,N,N
488500,KR7488500000,TIGER 미국S&P500동일가중,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10910,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,70174,0,20240723,19350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2111,,N,N,N
488720,KR7488720004,WON 종합채권(AA-이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50985,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,0,0,20240806,300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,152,,N,N,N
488770,KR7488770009,KODEX 머니마켓액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,101475,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,61684,0,20240806,40028,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,40618,,N,N,N
488980,KR7488980004,SOL 26-12 회사채(AA-이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15962,0,20241008,4110,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2080,,N,N,N
489000,KR7489000000,PLUS 일본엔화초단기국채(합성),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9975,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8083,0,20240813,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,99,,N,N,N
489010,KR7489010009,PLUS 글로벌AI인프라,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40,0,20240813,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,61,,N,N,N
489030,KR7489030007,PLUS 고배당주위클리커버드콜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,9970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,168266,0,20240813,7500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,747,,N,N,N
489250,KR7489250001,KODEX 미국배당다우존스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10955,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,687344,0,20240813,27000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2957,,N,N,N
489290,KR7489290007,WON 미국빌리어네어,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34859,0,20240903,700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,91,,N,N,N
489570,KR7489570002,HANARO 25-12 은행채(AA+이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,183,0,20241015,6050,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,609,,N,N,N
489790,KR7489790006,한화인더스트리얼솔루션즈,ST,0.0,21,0,0,,N,,2,N,N,Y,,N,Y,,,,,N,,,0,,,N,,,,,,29550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,888310,500,20240927,50488,25244195000,12.0,,0,,N,Y,Y,1395,54,-99,-131,0.0,20240930.0,14919,913,N,N,N
489860,KR7489860007,KOSEF 글로벌전력GRID인프라,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10875,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3864,0,20240827,800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,87,,N,N,N
489870,KR7489870006,히어로즈 25-09 회사채(AA-이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11,0,20240924,2080,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1049,,N,N,N
490090,KR7490090008,TIGER 미국AI빅테크10,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12145,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,158319,0,20240827,9900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1202,,N,N,N
490330,KR7490330008,KoAct 미국뇌질환치료제액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10140,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9614,0,20240903,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,101,,N,N,N
490480,KR7490480001,SOL K방산,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10385,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,145964,0,20241002,1500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,155,,N,N,N
490490,KR7490490000,SOL 미국배당미국채혼합50,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,401867,0,20240924,16000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1672,,N,N,N
490590,KR7490590007,RISE 미국AI밸류체인데일리고정커버드콜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28461,0,20241002,1100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,127,,N,N,N
490600,KR7490600004,RISE 미국배당100데일리고정커버드콜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10185,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,115188,0,20240924,4450,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,453,,N,N,N
491010,KR7491010005,TIGER 글로벌AI인프라액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13530,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,26434,0,20240910,2930,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,396,,N,N,N
491080,KR7491080008,KODEX 25-12 은행채(AAA)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,101160,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,3876,0,20240910,9454,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,9563,,N,N,N
491090,KR7491090007,KODEX 미국테크1조달러기업포커스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13040,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,12866,0,20240910,2550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,332,,N,N,N
491220,KR7491220000,PLUS 200TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,37440,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45,0,20240910,2250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,842,,N,N,N
491230,KR7491230009,PLUS 국공채머니마켓액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50555,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,302,0,20240910,2372,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1199,,N,N,N
491510,KR7491510004,파워 K-주주가치액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10035,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,60,0,20240924,1500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,150,,N,N,N
491610,KR7491610002,1Q CD금리액티브(합성),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,100870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,672,0,20240924,3137,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,3164,,N,N,N
491620,KR7491620001,RISE 미국테크100데일리고정커버드콜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11355,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30836,0,20241002,1200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,136,,N,N,N
491630,KR7491630000,RISE 미국반도체인버스(합성 H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,20785,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,624,0,20241022,450,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,93,,N,N,N
491700,KR7491700001,HK 200,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,32405,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41,0,20240910,300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,97,,N,N,N
491820,KR7491820007,HANARO 전력설비투자,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11475,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7179,0,20240924,550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,63,,N,N,N
491830,KR7491830006,TIGER 미국AI반도체팹리스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20396,0,20240924,1550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,177,,N,N,N
492500,KR7492500004,1Q 현대차그룹채권(A+이상)&국고통안,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50355,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2,0,20241002,2472,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1244,,N,N,N
493420,KR7493420004,SOL 미국배당다우존스TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10640,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,166906,0,20241008,2500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,266,,N,N,N
493810,KR7493810006,TIGER 미국AI빅테크10타겟데일리커버드콜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11415,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,169702,0,20241015,10350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1181,,N,N,N
494180,KR7494180003,TIMEFOLIO 글로벌소비트렌드액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11545,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,138309,0,20241029,1450,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,167,,N,N,N
494210,KR7494210008,SOL 미국500타겟커버드콜액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10845,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,100799,0,20241015,800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,86,,N,N,N
494220,KR7494220007,UNICORN SK하이닉스밸류체인액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,8620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19322,0,20241107,750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,64,,N,N,N
494300,KR7494300007,KODEX 미국나스닥100데일리커버드콜OTM,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,810948,0,20241022,11300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1226,,N,N,N
494310,KR7494310006,KODEX 반도체레버리지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,7550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,186454,0,20241022,7650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,577,,N,N,N
494330,KR7494330004,ACE 라이프자산주주가치액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10110,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9793,0,20241015,1650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,166,,N,N,N
494340,KR7494340003,ACE 글로벌AI맞춤형반도체,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12055,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,126978,0,20241022,1200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,144,,N,N,N
494410,KR7494410004,PLUS 미국S&P500성장주,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11185,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,92726,0,20241022,1800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,201,,N,N,N
494420,KR7494420003,PLUS 미국배당증가성장주데일리커버드콜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,126066,0,20241022,1300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,129,,N,N,N
494670,KR7494670003,TIGER 조선TOP10,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12385,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,766805,0,20241022,4250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,526,,N,N,N
494840,KR7494840002,TIGER 미국방산TOP10,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9615,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,44068,0,20241029,2650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,254,,N,N,N
494890,KR7494890007,KODEX 200액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9305,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,257603,0,20241029,17000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1581,,N,N,N
494900,KR7494900004,TIGER 25-12 금융채(AA-이상),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2713,0,20241029,21334,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,10739,,N,N,N
495040,KR7495040008,PLUS 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9440,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16398,0,20241104,1300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,122,,N,N,N
495050,KR7495050007,RISE 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9405,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,125697,0,20241104,3100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,291,,N,N,N
495060,KR7495060006,TIMEFOLIO 코리아밸류업액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9330,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,223296,0,20241104,1500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,139,,N,N,N
495230,KR7495230005,KoAct 코리아밸류업액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14499,0,20241104,3050,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,294,,N,N,N
495330,KR7495330003,1Q 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9405,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1713,0,20241104,1200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,112,,N,N,N
495550,KR7495550006,SOL 코리아밸류업TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,43476,0,20241104,1750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,164,,N,N,N
495710,KR7495710006,BNK 26-06 특수채(AAA이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50080,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3,0,20241203,2114,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1058,,N,N,N
495750,KR7495750002,HANARO 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9410,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,89365,0,20241104,750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,70,,N,N,N
495850,KR7495850000,KODEX 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9390,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,297015,0,20241104,21000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1971,,N,N,N
495940,KR7495940009,RISE 미국AI테크액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11085,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,120457,0,20241126,2300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,254,,N,N,N
496020,KR7496020009,WON 전단채플러스액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,50315,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11059,0,20241119,472,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,237,,N,N,N
496080,KR7496080003,TIGER 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,209124,0,20241104,11650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1098,,N,N,N
496090,KR7496090002,KOSEF 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,61217,0,20241104,1550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,145,,N,N,N
496120,KR7496120007,ACE 코리아밸류업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9595,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,645,0,20241104,2300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,220,,N,N,N
496130,KR7496130006,TRUSTON 코리아밸류업액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14,0,20241104,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,95,,N,N,N
496770,KR7496770009,PLUS 글로벌방산,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2484,0,20241112,1350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,127,,N,N,N
497510,KR7497510008,ACE 글로벌빅파마,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10105,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5665,0,20241119,800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,80,,N,N,N
497520,KR7497520007,ACE 일라이릴리밸류체인,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10420,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2108,0,20241119,800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,83,,N,N,N
497570,KR7497570002,TIGER 미국필라델피아AI반도체나스닥,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,855383,0,20241126,14550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1581,,N,N,N
